DATE,MONTH,DAY,TAVG-3,TAVG-2,TAVG-1,TAVG,TAVG+1,TAVG+2,TAVG+3
3/8/2018,3,8,52,57,63,50,53,53,62
3/9/2018,3,9,57,63,50,53,53,62,64
3/10/2018,3,10,63,50,53,53,62,64,49
3/11/2018,3,11,50,53,53,62,64,49,56
3/12/2018,3,12,53,53,62,64,49,56,50
3/13/2018,3,13,53,62,64,49,56,50,56
3/14/2018,3,14,62,64,49,56,50,56,64
3/15/2018,3,15,64,49,56,50,56,64,69
3/16/2018,3,16,49,56,50,56,64,69,68
3/17/2018,3,17,56,50,56,64,69,68,71
3/18/2018,3,18,50,56,64,69,68,71,60
3/19/2018,3,19,56,64,69,68,71,60,53
3/20/2018,3,20,64,69,68,71,60,53,53
3/21/2018,3,21,69,68,71,60,53,53,60
3/22/2018,3,22,68,71,60,53,53,60,68
3/23/2018,3,23,71,60,53,53,60,68,61
3/24/2018,3,24,60,53,53,60,68,61,67
3/25/2018,3,25,53,53,60,68,61,67,66
3/26/2018,3,26,53,60,68,61,67,66,70
3/27/2018,3,27,60,68,61,67,66,70,68
3/28/2018,3,28,68,61,67,66,70,68,65
3/29/2018,3,29,61,67,66,70,68,65,67
3/30/2018,3,30,67,66,70,68,65,67,70
3/31/2018,3,31,66,70,68,65,67,70,71
4/1/2018,4,1,70,68,65,67,70,71,71
4/2/2018,4,2,68,65,67,70,71,71,64
4/3/2018,4,3,65,67,70,71,71,64,67
4/4/2018,4,4,67,70,71,71,64,67,70
4/5/2018,4,5,70,71,71,64,67,70,65
4/6/2018,4,6,71,71,64,67,70,65,66
4/7/2018,4,7,71,64,67,70,65,66,64
4/8/2018,4,8,64,67,70,65,66,64,62
4/9/2018,4,9,67,70,65,66,64,62,64
4/10/2018,4,10,70,65,66,64,62,64,70
4/11/2018,4,11,65,66,64,62,64,70,74
4/12/2018,4,12,66,64,62,64,70,74,72
4/13/2018,4,13,64,62,64,70,74,72,59
4/14/2018,4,14,62,64,70,74,72,59,60
4/15/2018,4,15,64,70,74,72,59,60,69
4/16/2018,4,16,70,74,72,59,60,69,70
4/17/2018,4,17,74,72,59,60,69,70,67
4/18/2018,4,18,72,59,60,69,70,67,70
4/19/2018,4,19,59,60,69,70,67,70,73
4/20/2018,4,20,60,69,70,67,70,73,75
4/21/2018,4,21,69,70,67,70,73,75,71
4/22/2018,4,22,70,67,70,73,75,71,69
4/23/2018,4,23,67,70,73,75,71,69,70
4/24/2018,4,24,70,73,75,71,69,70,72
4/25/2018,4,25,73,75,71,69,70,72,70
4/26/2018,4,26,75,71,69,70,72,70,73
4/27/2018,4,27,71,69,70,72,70,73,71
4/28/2018,4,28,69,70,72,70,73,71,69
4/29/2018,4,29,70,72,70,73,71,69,70
4/30/2018,4,30,72,70,73,71,69,70,70
5/1/2018,5,1,70,73,71,69,70,70,73
5/2/2018,5,2,73,71,69,70,70,73,72
5/3/2018,5,3,71,69,70,70,73,72,77
5/4/2018,5,4,69,70,70,73,72,77,76
5/5/2018,5,5,70,70,73,72,77,76,73
5/6/2018,5,6,70,73,72,77,76,73,73
5/7/2018,5,7,73,72,77,76,73,73,75
5/8/2018,5,8,72,77,76,73,73,75,80
5/9/2018,5,9,77,76,73,73,75,80,79
5/10/2018,5,10,76,73,73,75,80,79,74
5/11/2018,5,11,73,73,75,80,79,74,73
5/12/2018,5,12,73,75,80,79,74,73,74
5/13/2018,5,13,75,80,79,74,73,74,74
5/14/2018,5,14,80,79,74,73,74,74,75
5/15/2018,5,15,79,74,73,74,74,75,76
5/16/2018,5,16,74,73,74,74,75,76,76
5/17/2018,5,17,73,74,74,75,76,76,73
5/18/2018,5,18,74,74,75,76,76,73,74
5/19/2018,5,19,74,75,76,76,73,74,76
5/20/2018,5,20,75,76,76,73,74,76,77
5/21/2018,5,21,76,76,73,74,76,77,80
5/22/2018,5,22,76,73,74,76,77,80,80
5/23/2018,5,23,73,74,76,77,80,80,78
5/24/2018,5,24,74,76,77,80,80,78,76
5/25/2018,5,25,76,77,80,80,78,76,79
5/26/2018,5,26,77,80,80,78,76,79,79
5/27/2018,5,27,80,80,78,76,79,79,75
5/28/2018,5,28,80,78,76,79,79,75,78
5/29/2018,5,29,78,76,79,79,75,78,81
5/30/2018,5,30,76,79,79,75,78,81,82
5/31/2018,5,31,79,79,75,78,81,82,81
6/1/2018,6,1,79,75,78,81,82,81,83
6/2/2018,6,2,75,78,81,82,81,83,82
6/3/2018,6,3,78,81,82,81,83,82,75
6/4/2018,6,4,81,82,81,83,82,75,78
6/5/2018,6,5,82,81,83,82,75,78,76
6/6/2018,6,6,81,83,82,75,78,76,77
6/7/2018,6,7,83,82,75,78,76,77,78
6/8/2018,6,8,82,75,78,76,77,78,78
6/9/2018,6,9,75,78,76,77,78,78,77
6/10/2018,6,10,78,76,77,78,78,77,80
6/11/2018,6,11,76,77,78,78,77,80,81
6/12/2018,6,12,77,78,78,77,80,81,81
6/13/2018,6,13,78,78,77,80,81,81,80
6/14/2018,6,14,78,77,80,81,81,80,80
6/15/2018,6,15,77,80,81,81,80,80,81
6/16/2018,6,16,80,81,81,80,80,81,81
6/17/2018,6,17,81,81,80,80,81,81,81
6/18/2018,6,18,81,80,80,81,81,81,82
6/19/2018,6,19,80,80,81,81,81,82,85
6/20/2018,6,20,80,81,81,81,82,85,85
6/21/2018,6,21,81,81,81,82,85,85,85
6/22/2018,6,22,81,81,82,85,85,85,83
6/23/2018,6,23,81,82,85,85,85,83,82
6/24/2018,6,24,82,85,85,85,83,82,81
6/25/2018,6,25,85,85,85,83,82,81,82
6/26/2018,6,26,85,85,83,82,81,82,80
6/27/2018,6,27,85,83,82,81,82,80,80
6/28/2018,6,28,83,82,81,82,80,80,81
6/29/2018,6,29,82,81,82,80,80,81,82
6/30/2018,6,30,81,82,80,80,81,82,81
7/1/2018,7,1,82,80,80,81,82,81,80
7/2/2018,7,2,80,80,81,82,81,80,79
7/3/2018,7,3,80,81,82,81,80,79,80
7/4/2018,7,4,81,82,81,80,79,80,80
7/5/2018,7,5,82,81,80,79,80,80,80
7/6/2018,7,6,81,80,79,80,80,80,81
7/7/2018,7,7,80,79,80,80,80,81,83
7/8/2018,7,8,79,80,80,80,81,83,84
7/9/2018,7,9,80,80,80,81,83,84,83
7/10/2018,7,10,80,80,81,83,84,83,83
7/11/2018,7,11,80,81,83,84,83,83,83
7/12/2018,7,12,81,83,84,83,83,83,80
7/13/2018,7,13,83,84,83,83,83,80,81
7/14/2018,7,14,84,83,83,83,80,81,80
7/15/2018,7,15,83,83,83,80,81,80,81
7/16/2018,7,16,83,83,80,81,80,81,80
7/17/2018,7,17,83,80,81,80,81,80,80
7/18/2018,7,18,80,81,80,81,80,80,80
7/19/2018,7,19,81,80,81,80,80,80,78
7/20/2018,7,20,80,81,80,80,80,78,79
7/21/2018,7,21,81,80,80,80,78,79,78
7/22/2018,7,22,80,80,80,78,79,78,82
7/23/2018,7,23,80,80,78,79,78,82,82
7/24/2018,7,24,80,78,79,78,82,82,84
7/25/2018,7,25,78,79,78,82,82,84,83
7/26/2018,7,26,79,78,82,82,84,83,81
7/27/2018,7,27,78,82,82,84,83,81,79
7/28/2018,7,28,82,82,84,83,81,79,79
7/29/2018,7,29,82,84,83,81,79,79,81
7/30/2018,7,30,84,83,81,79,79,81,79
7/31/2018,7,31,83,81,79,79,81,79,80
8/1/2018,8,1,81,79,79,81,79,80,83
8/2/2018,8,2,79,79,81,79,80,83,83
8/3/2018,8,3,79,81,79,80,83,83,83
8/4/2018,8,4,81,79,80,83,83,83,83
8/5/2018,8,5,79,80,83,83,83,83,85
8/6/2018,8,6,80,83,83,83,83,85,81
8/7/2018,8,7,83,83,83,83,85,81,82
8/8/2018,8,8,83,83,83,85,81,82,82
8/9/2018,8,9,83,83,85,81,82,82,81
8/10/2018,8,10,83,85,81,82,82,81,80
8/11/2018,8,11,85,81,82,82,81,80,82
8/12/2018,8,12,81,82,82,81,80,82,80
8/13/2018,8,13,82,82,81,80,82,80,80
8/14/2018,8,14,82,81,80,82,80,80,80
8/15/2018,8,15,81,80,82,80,80,80,82
8/16/2018,8,16,80,82,80,80,80,82,83
8/17/2018,8,17,82,80,80,80,82,83,80
8/18/2018,8,18,80,80,80,82,83,80,80
8/19/2018,8,19,80,80,82,83,80,80,83
8/20/2018,8,20,80,82,83,80,80,83,84
8/21/2018,8,21,82,83,80,80,83,84,81
8/22/2018,8,22,83,80,80,83,84,81,82
8/23/2018,8,23,80,80,83,84,81,82,81
8/24/2018,8,24,80,83,84,81,82,81,83
8/25/2018,8,25,83,84,81,82,81,83,82
8/26/2018,8,26,84,81,82,81,83,82,77
8/27/2018,8,27,81,82,81,83,82,77,77
8/28/2018,8,28,82,81,83,82,77,77,81
8/29/2018,8,29,81,83,82,77,77,81,83
8/30/2018,8,30,83,82,77,77,81,83,81
8/31/2018,8,31,82,77,77,81,83,81,80
9/1/2018,9,1,77,77,81,83,81,80,81
9/2/2018,9,2,77,81,83,81,80,81,82
9/3/2018,9,3,81,83,81,80,81,82,82
9/4/2018,9,4,83,81,80,81,82,82,81
9/5/2018,9,5,81,80,81,82,82,81,79
9/6/2018,9,6,80,81,82,82,81,79,80
9/7/2018,9,7,81,82,82,81,79,80,80
9/8/2018,9,8,82,82,81,79,80,80,82
9/9/2018,9,9,82,81,79,80,80,82,83
9/10/2018,9,10,81,79,80,80,82,83,84
9/11/2018,9,11,79,80,80,82,83,84,84
9/12/2018,9,12,80,80,82,83,84,84,87
9/13/2018,9,13,80,82,83,84,84,87,86
9/14/2018,9,14,82,83,84,84,87,86,84
9/15/2018,9,15,83,84,84,87,86,84,83
9/16/2018,9,16,84,84,87,86,84,83,84
9/17/2018,9,17,84,87,86,84,83,84,83
9/18/2018,9,18,87,86,84,83,84,83,82
9/19/2018,9,19,86,84,83,84,83,82,80
9/20/2018,9,20,84,83,84,83,82,80,81
9/21/2018,9,21,83,84,83,82,80,81,80
9/22/2018,9,22,84,83,82,80,81,80,82
9/23/2018,9,23,83,82,80,81,80,82,81
9/24/2018,9,24,82,80,81,80,82,81,80
9/25/2018,9,25,80,81,80,82,81,80,81
9/26/2018,9,26,81,80,82,81,80,81,79
9/27/2018,9,27,80,82,81,80,81,79,80
9/28/2018,9,28,82,81,80,81,79,80,78
9/29/2018,9,29,81,80,81,79,80,78,78
9/30/2018,9,30,80,81,79,80,78,78,78
10/1/2018,10,1,81,79,80,78,78,78,77
10/2/2018,10,2,79,80,78,78,78,77,77
10/3/2018,10,3,80,78,78,78,77,77,76
10/4/2018,10,4,78,78,78,77,77,76,77
10/5/2018,10,5,78,78,77,77,76,77,78
10/6/2018,10,6,78,77,77,76,77,78,79
10/7/2018,10,7,77,77,76,77,78,79,81
10/8/2018,10,8,77,76,77,78,79,81,83
10/9/2018,10,9,76,77,78,79,81,83,76
10/10/2018,10,10,77,78,79,81,83,76,69
10/11/2018,10,11,78,79,81,83,76,69,72
10/12/2018,10,12,79,81,83,76,69,72,78
10/13/2018,10,13,81,83,76,69,72,78,81
10/14/2018,10,14,83,76,69,72,78,81,81
10/15/2018,10,15,76,69,72,78,81,81,80
10/16/2018,10,16,69,72,78,81,81,80,77
10/17/2018,10,17,72,78,81,81,80,77,79
10/18/2018,10,18,78,81,81,80,77,79,71
10/19/2018,10,19,81,81,80,77,79,71,65
10/20/2018,10,20,81,80,77,79,71,65,69
10/21/2018,10,21,80,77,79,71,65,69,71
10/22/2018,10,22,77,79,71,65,69,71,68
10/23/2018,10,23,79,71,65,69,71,68,73
10/24/2018,10,24,71,65,69,71,68,73,64
10/25/2018,10,25,65,69,71,68,73,64,60
10/26/2018,10,26,69,71,68,73,64,60,66
10/27/2018,10,27,71,68,73,64,60,66,65
10/28/2018,10,28,68,73,64,60,66,65,66
10/29/2018,10,29,73,64,60,66,65,66,70
10/30/2018,10,30,64,60,66,65,66,70,72
10/31/2018,10,31,60,66,65,66,70,72,60
11/1/2018,11,1,66,65,66,70,72,60,64
11/2/2018,11,2,65,66,70,72,60,64,75
11/3/2018,11,3,66,70,72,60,64,75,76
11/4/2018,11,4,70,72,60,64,75,76,74
11/5/2018,11,5,72,60,64,75,76,74,75
11/6/2018,11,6,60,64,75,76,74,75,75
11/7/2018,11,7,64,75,76,74,75,75,70
11/8/2018,11,8,75,76,74,75,75,70,63
11/9/2018,11,9,76,74,75,75,70,63,71
11/10/2018,11,10,74,75,75,70,63,71,76
11/11/2018,11,11,75,75,70,63,71,76,68
11/12/2018,11,12,75,70,63,71,76,68,60
11/13/2018,11,13,70,63,71,76,68,60,47
11/14/2018,11,14,63,71,76,68,60,47,52
11/15/2018,11,15,71,76,68,60,47,52,62
11/16/2018,11,16,76,68,60,47,52,62,65
11/17/2018,11,17,68,60,47,52,62,65,65
11/18/2018,11,18,60,47,52,62,65,65,58
11/19/2018,11,19,47,52,62,65,65,58,55
11/20/2018,11,20,52,62,65,65,58,55,65
11/21/2018,11,21,62,65,65,58,55,65,69
11/22/2018,11,22,65,65,58,55,65,69,66
11/23/2018,11,23,65,58,55,65,69,66,66
11/24/2018,11,24,58,55,65,69,66,66,49
11/25/2018,11,25,55,65,69,66,66,49,42
11/26/2018,11,26,65,69,66,66,49,42,47
11/27/2018,11,27,69,66,66,49,42,47,54
11/28/2018,11,28,66,66,49,42,47,54,64
11/29/2018,11,29,66,49,42,47,54,64,73
11/30/2018,11,30,49,42,47,54,64,73,74
12/1/2018,12,1,42,47,54,64,73,74,63
12/2/2018,12,2,47,54,64,73,74,63,49
12/3/2018,12,3,54,64,73,74,63,49,46
12/4/2018,12,4,64,73,74,63,49,46,50
12/5/2018,12,5,73,74,63,49,46,50,59
12/6/2018,12,6,74,63,49,46,50,59,65
12/7/2018,12,7,63,49,46,50,59,65,50
12/8/2018,12,8,49,46,50,59,65,50,48
12/9/2018,12,9,46,50,59,65,50,48,45
12/10/2018,12,10,50,59,65,50,48,45,56
12/11/2018,12,11,59,65,50,48,45,56,64
12/12/2018,12,12,65,50,48,45,56,64,64
12/13/2018,12,13,50,48,45,56,64,64,60
12/14/2018,12,14,48,45,56,64,64,60,53
12/15/2018,12,15,45,56,64,64,60,53,53
12/16/2018,12,16,56,64,64,60,53,53,54
12/17/2018,12,17,64,64,60,53,53,54,62
12/18/2018,12,18,64,60,53,53,54,62,58
12/19/2018,12,19,60,53,53,54,62,58,50
12/20/2018,12,20,53,53,54,62,58,50,47
12/21/2018,12,21,53,54,62,58,50,47,53
12/22/2018,12,22,54,62,58,50,47,53,56
12/23/2018,12,23,62,58,50,47,53,56,57
12/24/2018,12,24,58,50,47,53,56,57,63
12/25/2018,12,25,50,47,53,56,57,63,73
12/26/2018,12,26,47,53,56,57,63,73,70
12/27/2018,12,27,53,56,57,63,73,70,68
12/28/2018,12,28,56,57,63,73,70,68,71
12/29/2018,12,29,57,63,73,70,68,71,68
12/30/2018,12,30,63,73,70,68,71,68,68
12/31/2018,12,31,73,70,68,71,68,68,69
1/1/2019,1,1,70,68,71,68,68,69,69
1/2/2019,1,2,68,71,68,68,69,69,56
1/3/2019,1,3,71,68,68,69,69,56,53
1/4/2019,1,4,68,68,69,69,56,53,56
1/5/2019,1,5,68,69,69,56,53,56,60
1/6/2019,1,6,69,69,56,53,56,60,59
1/7/2019,1,7,69,56,53,56,60,59,47
1/8/2019,1,8,56,53,56,60,59,47,47
1/9/2019,1,9,53,56,60,59,47,47,59
1/10/2019,1,10,56,60,59,47,47,59,64
1/11/2019,1,11,60,59,47,47,59,64,55
1/12/2019,1,12,59,47,47,59,64,55,49
1/13/2019,1,13,47,47,59,64,55,49,46
1/14/2019,1,14,47,59,64,55,49,46,49
1/15/2019,1,15,59,64,55,49,46,49,59
1/16/2019,1,16,64,55,49,46,49,59,63
1/17/2019,1,17,55,49,46,49,59,63,58
1/18/2019,1,18,49,46,49,59,63,58,44
1/19/2019,1,19,46,49,59,63,58,44,54
1/20/2019,1,20,49,59,63,58,44,54,66
1/21/2019,1,21,59,63,58,44,54,66,68
1/22/2019,1,22,63,58,44,54,66,68,49
1/23/2019,1,23,58,44,54,66,68,49,51
1/24/2019,1,24,44,54,66,68,49,51,48
1/25/2019,1,25,54,66,68,49,51,48,50
1/26/2019,1,26,66,68,49,51,48,50,49
1/27/2019,1,27,68,49,51,48,50,49,48
1/28/2019,1,28,49,51,48,50,49,48,46
1/29/2019,1,29,51,48,50,49,48,46,58
1/30/2019,1,30,48,50,49,48,46,58,65
1/31/2019,1,31,50,49,48,46,58,65,63
2/1/2019,2,1,49,48,46,58,65,63,64
2/2/2019,2,2,48,46,58,65,63,64,63
2/3/2019,2,3,46,58,65,63,64,63,66
2/4/2019,2,4,58,65,63,64,63,66,68
2/5/2019,2,5,65,63,64,63,66,68,69
2/6/2019,2,6,63,64,63,66,68,69,64
2/7/2019,2,7,64,63,66,68,69,64,65
2/8/2019,2,8,63,66,68,69,64,65,71
2/9/2019,2,9,66,68,69,64,65,71,71
2/10/2019,2,10,68,69,64,65,71,71,60
2/11/2019,2,11,69,64,65,71,71,60,54
2/12/2019,2,12,64,65,71,71,60,54,62
2/13/2019,2,13,65,71,71,60,54,62,67
2/14/2019,2,14,71,71,60,54,62,67,74
2/15/2019,2,15,71,60,54,62,67,74,77
2/16/2019,2,16,60,54,62,67,74,77,70
2/17/2019,2,17,54,62,67,74,77,70,70
2/18/2019,2,18,62,67,74,77,70,70,76
2/19/2019,2,19,67,74,77,70,70,76,74
2/20/2019,2,20,74,77,70,70,76,74,78
2/21/2019,2,21,77,70,70,76,74,78,76
2/22/2019,2,22,70,70,76,74,78,76,62
2/23/2019,2,23,70,76,74,78,76,62,62
2/24/2019,2,24,76,74,78,76,62,62,68
2/25/2019,2,25,74,78,76,62,62,68,69
2/26/2019,2,26,78,76,62,62,68,69,69
2/27/2019,2,27,76,62,62,68,69,69,69
2/28/2019,2,28,62,62,68,69,69,69,73
3/1/2019,3,1,62,68,69,69,69,73,70
3/2/2019,3,2,68,69,69,69,73,70,53
3/3/2019,3,3,69,69,69,73,70,53,49
3/4/2019,3,4,69,69,73,70,53,49,51
3/5/2019,3,5,69,73,70,53,49,51,62
3/6/2019,3,6,73,70,53,49,51,62,67
3/7/2019,3,7,70,53,49,51,62,67,75
3/8/2019,3,8,53,49,51,62,67,75,74
3/9/2019,3,9,49,51,62,67,75,74,72
3/10/2019,3,10,51,62,67,75,74,72,69
3/11/2019,3,11,62,67,75,74,72,69,72
3/12/2019,3,12,67,75,74,72,69,72,74
3/13/2019,3,13,75,74,72,69,72,74,69
3/14/2019,3,14,74,72,69,72,74,69,60
3/15/2019,3,15,72,69,72,74,69,60,62
3/16/2019,3,16,69,72,74,69,60,62,61
3/17/2019,3,17,72,74,69,60,62,61,62
3/18/2019,3,18,74,69,60,62,61,62,61
3/19/2019,3,19,69,60,62,61,62,61,61
3/20/2019,3,20,60,62,61,62,61,61,63
3/21/2019,3,21,62,61,62,61,61,63,65
3/22/2019,3,22,61,62,61,61,63,65,69
3/23/2019,3,23,62,61,61,63,65,69,70
3/24/2019,3,24,61,61,63,65,69,70,64
3/25/2019,3,25,61,63,65,69,70,64,64
3/26/2019,3,26,63,65,69,70,64,64,65
3/27/2019,3,27,65,69,70,64,64,65,69
3/28/2019,3,28,69,70,64,64,65,69,70
3/29/2019,3,29,70,64,64,65,69,70,60
3/30/2019,3,30,64,64,65,69,70,60,61
3/31/2019,3,31,64,65,69,70,60,61,61
4/1/2019,4,1,65,69,70,60,61,61,67
4/2/2019,4,2,69,70,60,61,61,67,72
4/3/2019,4,3,70,60,61,61,67,72,74
4/4/2019,4,4,60,61,61,67,72,74,76
4/5/2019,4,5,61,61,67,72,74,76,76
4/6/2019,4,6,61,67,72,74,76,76,75
4/7/2019,4,7,67,72,74,76,76,75,73
4/8/2019,4,8,72,74,76,76,75,73,73
4/9/2019,4,9,74,76,76,75,73,73,78
4/10/2019,4,10,76,76,75,73,73,78,78
4/11/2019,4,11,76,75,73,73,78,78,79
4/12/2019,4,12,75,73,73,78,78,79,70
4/13/2019,4,13,73,73,78,78,79,70,65
4/14/2019,4,14,73,78,78,79,70,65,71
4/15/2019,4,15,78,78,79,70,65,71,75
4/16/2019,4,16,78,79,70,65,71,75,74
4/17/2019,4,17,79,70,65,71,75,74,63
4/18/2019,4,18,70,65,71,75,74,63,64
4/19/2019,4,19,65,71,75,74,63,64,67
4/20/2019,4,20,71,75,74,63,64,67,70
4/21/2019,4,21,75,74,63,64,67,70,73
4/22/2019,4,22,74,63,64,67,70,73,74
4/23/2019,4,23,63,64,67,70,73,74,75
4/24/2019,4,24,64,67,70,73,74,75,70
4/25/2019,4,25,67,70,73,74,75,70,72
4/26/2019,4,26,70,73,74,75,70,72,75
4/27/2019,4,27,73,74,75,70,72,75,76
4/28/2019,4,28,74,75,70,72,75,76,78
4/29/2019,4,29,75,70,72,75,76,78,77
4/30/2019,4,30,70,72,75,76,78,77,77
5/1/2019,5,1,72,75,76,78,77,77,80
5/2/2019,5,2,75,76,78,77,77,80,77
5/3/2019,5,3,76,78,77,77,80,77,79
5/4/2019,5,4,78,77,77,80,77,79,79
5/5/2019,5,5,77,77,80,77,79,79,78
5/6/2019,5,6,77,80,77,79,79,78,78
5/7/2019,5,7,80,77,79,79,78,78,80
5/8/2019,5,8,77,79,79,78,78,80,80
5/9/2019,5,9,79,79,78,78,80,80,81
5/10/2019,5,10,79,78,78,80,80,81,80
5/11/2019,5,11,78,78,80,80,81,80,77
5/12/2019,5,12,78,80,80,81,80,77,74
5/13/2019,5,13,80,80,81,80,77,74,76
5/14/2019,5,14,80,81,80,77,74,76,79
5/15/2019,5,15,81,80,77,74,76,79,80
5/16/2019,5,16,80,77,74,76,79,80,77
5/17/2019,5,17,77,74,76,79,80,77,81
5/18/2019,5,18,74,76,79,80,77,81,84
5/19/2019,5,19,76,79,80,77,81,84,84
5/20/2019,5,20,79,80,77,81,84,84,81
5/21/2019,5,21,80,77,81,84,84,81,80
5/22/2019,5,22,77,81,84,84,81,80,83
5/23/2019,5,23,81,84,84,81,80,83,85
5/24/2019,5,24,84,84,81,80,83,85,88
5/25/2019,5,25,84,81,80,83,85,88,89
5/26/2019,5,26,81,80,83,85,88,89,84
5/27/2019,5,27,80,83,85,88,89,84,84
5/28/2019,5,28,83,85,88,89,84,84,83
5/29/2019,5,29,85,88,89,84,84,83,86
5/30/2019,5,30,88,89,84,84,83,86,86
5/31/2019,5,31,89,84,84,83,86,86,87
6/1/2019,6,1,84,84,83,86,86,87,86
6/2/2019,6,2,84,83,86,86,87,86,83
6/3/2019,6,3,83,86,86,87,86,83,83
6/4/2019,6,4,86,86,87,86,83,83,81
6/5/2019,6,5,86,87,86,83,83,81,81
6/6/2019,6,6,87,86,83,83,81,81,77
6/7/2019,6,7,86,83,83,81,81,77,80
6/8/2019,6,8,83,83,81,81,77,80,82
6/9/2019,6,9,83,81,81,77,80,82,80
6/10/2019,6,10,81,81,77,80,82,80,77
6/11/2019,6,11,81,77,80,82,80,77,81
6/12/2019,6,12,77,80,82,80,77,81,80
6/13/2019,6,13,80,82,80,77,81,80,83
6/14/2019,6,14,82,80,77,81,80,83,80
6/15/2019,6,15,80,77,81,80,83,80,80
6/16/2019,6,16,77,81,80,83,80,80,81
6/17/2019,6,17,81,80,83,80,80,81,83
6/18/2019,6,18,80,83,80,80,81,83,84
6/19/2019,6,19,83,80,80,81,83,84,83
6/20/2019,6,20,80,80,81,83,84,83,84
6/21/2019,6,21,80,81,83,84,83,84,83
6/22/2019,6,22,81,83,84,83,84,83,84
6/23/2019,6,23,83,84,83,84,83,84,84
6/24/2019,6,24,84,83,84,83,84,84,81
6/25/2019,6,25,83,84,83,84,84,81,80
6/26/2019,6,26,84,83,84,84,81,80,79
6/27/2019,6,27,83,84,84,81,80,79,79
6/28/2019,6,28,84,84,81,80,79,79,82
6/29/2019,6,29,84,81,80,79,79,82,83
6/30/2019,6,30,81,80,79,79,82,83,82
7/1/2019,7,1,80,79,79,82,83,82,80
7/2/2019,7,2,79,79,82,83,82,80,76
7/3/2019,7,3,79,82,83,82,80,76,77
7/4/2019,7,4,82,83,82,80,76,77,79
7/5/2019,7,5,83,82,80,76,77,79,81
7/6/2019,7,6,82,80,76,77,79,81,80
7/7/2019,7,7,80,76,77,79,81,80,81
7/8/2019,7,8,76,77,79,81,80,81,80
7/9/2019,7,9,77,79,81,80,81,80,78
7/10/2019,7,10,79,81,80,81,80,78,80
7/11/2019,7,11,81,80,81,80,78,80,83
7/12/2019,7,12,80,81,80,78,80,83,82
7/13/2019,7,13,81,80,78,80,83,82,82
7/14/2019,7,14,80,78,80,83,82,82,78
7/15/2019,7,15,78,80,83,82,82,78,79
7/16/2019,7,16,80,83,82,82,78,79,79
7/17/2019,7,17,83,82,82,78,79,79,78
7/18/2019,7,18,82,82,78,79,79,78,78
7/19/2019,7,19,82,78,79,79,78,78,77
7/20/2019,7,20,78,79,79,78,78,77,79
7/21/2019,7,21,79,79,78,78,77,79,76
7/22/2019,7,22,79,78,78,77,79,76,74
7/23/2019,7,23,78,78,77,79,76,74,74
7/24/2019,7,24,78,77,79,76,74,74,77
7/25/2019,7,25,77,79,76,74,74,77,78
7/26/2019,7,26,79,76,74,74,77,78,78
7/27/2019,7,27,76,74,74,77,78,78,80
7/28/2019,7,28,74,74,77,78,78,80,81
7/29/2019,7,29,74,77,78,78,80,81,78
7/30/2019,7,30,77,78,78,80,81,78,78
7/31/2019,7,31,78,78,80,81,78,78,79
8/1/2019,8,1,78,80,81,78,78,79,82
8/2/2019,8,2,80,81,78,78,79,82,81
8/3/2019,8,3,81,78,78,79,82,81,80
8/4/2019,8,4,78,78,79,82,81,80,79
8/5/2019,8,5,78,79,82,81,80,79,81
8/6/2019,8,6,79,82,81,80,79,81,82
8/7/2019,8,7,82,81,80,79,81,82,84
8/8/2019,8,8,81,80,79,81,82,84,85
8/9/2019,8,9,80,79,81,82,84,85,81
8/10/2019,8,10,79,81,82,84,85,81,80
8/11/2019,8,11,81,82,84,85,81,80,82
8/12/2019,8,12,82,84,85,81,80,82,78
8/13/2019,8,13,84,85,81,80,82,78,76
8/14/2019,8,14,85,81,80,82,78,76,74
8/15/2019,8,15,81,80,82,78,76,74,75
8/16/2019,8,16,80,82,78,76,74,75,77
8/17/2019,8,17,82,78,76,74,75,77,78
8/18/2019,8,18,78,76,74,75,77,78,79
8/19/2019,8,19,76,74,75,77,78,79,81
8/20/2019,8,20,74,75,77,78,79,81,81
8/21/2019,8,21,75,77,78,79,81,81,82
8/22/2019,8,22,77,78,79,81,81,82,80
8/23/2019,8,23,78,79,81,81,82,80,80
8/24/2019,8,24,79,81,81,82,80,80,77
8/25/2019,8,25,81,81,82,80,80,77,80
8/26/2019,8,26,81,82,80,80,77,80,82
8/27/2019,8,27,82,80,80,77,80,82,78
8/28/2019,8,28,80,80,77,80,82,78,81
8/29/2019,8,29,80,77,80,82,78,81,80
8/30/2019,8,30,77,80,82,78,81,80,80
8/31/2019,8,31,80,82,78,81,80,80,80
9/1/2019,9,1,82,78,81,80,80,80,80
9/2/2019,9,2,78,81,80,80,80,80,83
9/3/2019,9,3,81,80,80,80,80,83,83
9/4/2019,9,4,80,80,80,80,83,83,81
9/5/2019,9,5,80,80,80,83,83,81,81
9/6/2019,9,6,80,80,83,83,81,81,81
9/7/2019,9,7,80,83,83,81,81,81,81
9/8/2019,9,8,83,83,81,81,81,81,80
9/9/2019,9,9,83,81,81,81,81,80,80
9/10/2019,9,10,81,81,81,81,80,80,80
9/11/2019,9,11,81,81,81,80,80,80,80
9/12/2019,9,12,81,81,80,80,80,80,80
9/13/2019,9,13,81,80,80,80,80,80,81
9/14/2019,9,14,80,80,80,80,80,81,81
9/15/2019,9,15,80,80,80,80,81,81,77
