DATE,MONTH,DAY,TAVG-3,TAVG-2,TAVG-1,TAVG,TAVG+1,TAVG+2,TAVG+3
3/26/2021,3,26,65,66,71,75,76,72,70
3/27/2021,3,27,66,71,75,76,72,70,69
3/28/2021,3,28,71,75,76,72,70,69,74
3/29/2021,3,29,75,76,72,70,69,74,65
3/30/2021,3,30,76,72,70,69,74,65,52
3/31/2021,3,31,72,70,69,74,65,52,51
4/1/2021,4,1,70,69,74,65,52,51,57
4/2/2021,4,2,69,74,65,52,51,57,60
4/3/2021,4,3,74,65,52,51,57,60,63
4/4/2021,4,4,65,52,51,57,60,63,65
4/5/2021,4,5,52,51,57,60,63,65,66
4/6/2021,4,6,51,57,60,63,65,66,67
4/7/2021,4,7,57,60,63,65,66,67,71
4/8/2021,4,8,60,63,65,66,67,71,61
4/9/2021,4,9,63,65,66,67,71,61,70
4/10/2021,4,10,65,66,67,71,61,70,71
4/11/2021,4,11,66,67,71,61,70,71,72
4/12/2021,4,12,67,71,61,70,71,72,71
4/13/2021,4,13,71,61,70,71,72,71,68
4/14/2021,4,14,61,70,71,72,71,68,67
4/15/2021,4,15,70,71,72,71,68,67,69
4/16/2021,4,16,71,72,71,68,67,69,69
4/17/2021,4,17,72,71,68,67,69,69,67
4/18/2021,4,18,71,68,67,69,69,67,71
4/19/2021,4,19,68,67,69,69,67,71,63
4/20/2021,4,20,67,69,69,67,71,63,63
4/21/2021,4,21,69,69,67,71,63,63,72
4/22/2021,4,22,69,67,71,63,63,72,76
4/23/2021,4,23,67,71,63,63,72,76,69
4/24/2021,4,24,71,63,63,72,76,69,71
4/25/2021,4,25,63,63,72,76,69,71,72
4/26/2021,4,26,63,72,76,69,71,72,73
4/27/2021,4,27,72,76,69,71,72,73,73
4/28/2021,4,28,76,69,71,72,73,73,75
4/29/2021,4,29,69,71,72,73,73,75,73
4/30/2021,4,30,71,72,73,73,75,73,76
5/1/2021,5,1,72,73,73,75,73,76,79
5/2/2021,5,2,73,73,75,73,76,79,79
5/3/2021,5,3,73,75,73,76,79,79,75
5/4/2021,5,4,75,73,76,79,79,75,71
5/5/2021,5,5,73,76,79,79,75,71,65
5/6/2021,5,6,76,79,79,75,71,65,71
5/7/2021,5,7,79,79,75,71,65,71,76
5/8/2021,5,8,79,75,71,65,71,76,73
5/9/2021,5,9,75,71,65,71,76,73,77
5/10/2021,5,10,71,65,71,76,73,77,66
5/11/2021,5,11,65,71,76,73,77,66,67
5/12/2021,5,12,71,76,73,77,66,67,65
5/13/2021,5,13,76,73,77,66,67,65,67
5/14/2021,5,14,73,77,66,67,65,67,70
5/15/2021,5,15,77,66,67,65,67,70,73
5/16/2021,5,16,66,67,65,67,70,73,72
5/17/2021,5,17,67,65,67,70,73,72,74
5/18/2021,5,18,65,67,70,73,72,74,72
5/19/2021,5,19,67,70,73,72,74,72,73
5/20/2021,5,20,70,73,72,74,72,73,72
5/21/2021,5,21,73,72,74,72,73,72,75
5/22/2021,5,22,72,74,72,73,72,75,77
5/23/2021,5,23,74,72,73,72,75,77,78
5/24/2021,5,24,72,73,72,75,77,78,78
5/25/2021,5,25,73,72,75,77,78,78,80
5/26/2021,5,26,72,75,77,78,78,80,78
5/27/2021,5,27,75,77,78,78,80,78,77
5/28/2021,5,28,77,78,78,80,78,77,76
5/29/2021,5,29,78,78,80,78,77,76,75
5/30/2021,5,30,78,80,78,77,76,75,76
5/31/2021,5,31,80,78,77,76,75,76,78
6/1/2021,6,1,78,77,76,75,76,78,76
6/2/2021,6,2,77,76,75,76,78,76,78
6/3/2021,6,3,76,75,76,78,76,78,81
6/4/2021,6,4,75,76,78,76,78,81,78
6/5/2021,6,5,76,78,76,78,81,78,81
6/6/2021,6,6,78,76,78,81,78,81,80
6/7/2021,6,7,76,78,81,78,81,80,79
6/8/2021,6,8,78,81,78,81,80,79,81
6/9/2021,6,9,81,78,81,80,79,81,79
6/10/2021,6,10,78,81,80,79,81,79,78
6/11/2021,6,11,81,80,79,81,79,78,75
6/12/2021,6,12,80,79,81,79,78,75,76
6/13/2021,6,13,79,81,79,78,75,76,77
6/14/2021,6,14,81,79,78,75,76,77,79
6/15/2021,6,15,79,78,75,76,77,79,79
6/16/2021,6,16,78,75,76,77,79,79,81
6/17/2021,6,17,75,76,77,79,79,81,79
6/18/2021,6,18,76,77,79,79,81,79,77
6/19/2021,6,19,77,79,79,81,79,77,75
6/20/2021,6,20,79,79,81,79,77,75,78
6/21/2021,6,21,79,81,79,77,75,78,75
6/22/2021,6,22,81,79,77,75,78,75,75
6/23/2021,6,23,79,77,75,78,75,75,75
6/24/2021,6,24,77,75,78,75,75,75,80
6/25/2021,6,25,75,78,75,75,75,80,79
6/26/2021,6,26,78,75,75,75,80,79,77
6/27/2021,6,27,75,75,75,80,79,77,76
6/28/2021,6,28,75,75,80,79,77,76,77
6/29/2021,6,29,75,80,79,77,76,77,77
6/30/2021,6,30,80,79,77,76,77,77,77
7/1/2021,7,1,79,77,76,77,77,77,76
7/2/2021,7,2,77,76,77,77,77,76,78
7/3/2021,7,3,76,77,77,77,76,78,78
7/4/2021,7,4,77,77,77,76,78,78,76
7/5/2021,7,5,77,77,76,78,78,76,81
7/6/2021,7,6,77,76,78,78,76,81,81
7/7/2021,7,7,76,78,78,76,81,81,80
7/8/2021,7,8,78,78,76,81,81,80,79
7/9/2021,7,9,78,76,81,81,80,79,79
7/10/2021,7,10,76,81,81,80,79,79,78
7/11/2021,7,11,81,81,80,79,79,78,80
7/12/2021,7,12,81,80,79,79,78,80,81
7/13/2021,7,13,80,79,79,78,80,81,81
7/14/2021,7,14,79,79,78,80,81,81,82
7/15/2021,7,15,79,78,80,81,81,82,81
7/16/2021,7,16,78,80,81,81,82,81,79
7/17/2021,7,17,80,81,81,82,81,79,78
7/18/2021,7,18,81,81,82,81,79,78,78
7/19/2021,7,19,81,82,81,79,78,78,81
7/20/2021,7,20,82,81,79,78,78,81,82
7/21/2021,7,21,81,79,78,78,81,82,80
7/22/2021,7,22,79,78,78,81,82,80,80
7/23/2021,7,23,78,78,81,82,80,80,80
7/24/2021,7,24,78,81,82,80,80,80,80
7/25/2021,7,25,81,82,80,80,80,80,79
7/26/2021,7,26,82,80,80,80,80,79,80
7/27/2021,7,27,80,80,80,80,79,80,81
7/28/2021,7,28,80,80,80,79,80,81,83
7/29/2021,7,29,80,80,79,80,81,83,82
7/30/2021,7,30,80,79,80,81,83,82,78
7/31/2021,7,31,79,80,81,83,82,78,76
8/1/2021,8,1,80,81,83,82,78,76,78
8/2/2021,8,2,81,83,82,78,76,78,77
8/3/2021,8,3,83,82,78,76,78,77,78
8/4/2021,8,4,82,78,76,78,77,78,79
8/5/2021,8,5,78,76,78,77,78,79,80
8/6/2021,8,6,76,78,77,78,79,80,82
8/7/2021,8,7,78,77,78,79,80,82,82
8/8/2021,8,8,77,78,79,80,82,82,81
8/9/2021,8,9,78,79,80,82,82,81,81
8/10/2021,8,10,79,80,82,82,81,81,81
8/11/2021,8,11,80,82,82,81,81,81,78
8/12/2021,8,12,82,82,81,81,81,78,80
8/13/2021,8,13,82,81,81,81,78,80,80
8/14/2021,8,14,81,81,81,78,80,80,81
8/15/2021,8,15,81,81,78,80,80,81,83
8/16/2021,8,16,81,78,80,80,81,83,82
8/17/2021,8,17,78,80,80,81,83,82,82
8/18/2021,8,18,80,80,81,83,82,82,83
8/19/2021,8,19,80,81,83,82,82,83,81
8/20/2021,8,20,81,83,82,82,83,81,82
8/21/2021,8,21,83,82,82,83,81,82,79
8/22/2021,8,22,82,82,83,81,82,79,77
8/23/2021,8,23,82,83,81,82,79,77,78
8/24/2021,8,24,83,81,82,79,77,78,79
8/25/2021,8,25,81,82,79,77,78,79,81
8/26/2021,8,26,82,79,77,78,79,81,83
8/27/2021,8,27,79,77,78,79,81,83,83
8/28/2021,8,28,77,78,79,81,83,83,81
8/29/2021,8,29,78,79,81,83,83,81,76
8/30/2021,8,30,79,81,83,83,81,76,78
8/31/2021,8,31,81,83,83,81,76,78,78
9/1/2021,9,1,83,83,81,76,78,78,78
9/2/2021,9,2,83,81,76,78,78,78,77
9/3/2021,9,3,81,76,78,78,78,77,78
9/4/2021,9,4,76,78,78,78,77,78,79
9/5/2021,9,5,78,78,78,77,78,79,78
9/6/2021,9,6,78,78,77,78,79,78,77
9/7/2021,9,7,78,77,78,79,78,77,78
9/8/2021,9,8,77,78,79,78,77,78,77
9/9/2021,9,9,78,79,78,77,78,77,79
9/10/2021,9,10,79,78,77,78,77,79,78
9/11/2021,9,11,78,77,78,77,79,78,82
9/12/2021,9,12,77,78,77,79,78,82,82
9/13/2021,9,13,78,77,79,78,82,82,83
9/14/2021,9,14,77,79,78,82,82,83,81
9/15/2021,9,15,79,78,82,82,83,81,78
9/16/2021,9,16,78,82,82,83,81,78,76
9/17/2021,9,17,82,82,83,81,78,76,77
9/18/2021,9,18,82,83,81,78,76,77,78
9/19/2021,9,19,83,81,78,76,77,78,78
9/20/2021,9,20,81,78,76,77,78,78,76
9/21/2021,9,21,78,76,77,78,78,76,72
9/22/2021,9,22,76,77,78,78,76,72,75
9/23/2021,9,23,77,78,78,76,72,75,75
9/24/2021,9,24,78,78,76,72,75,75,73
9/25/2021,9,25,78,76,72,75,75,73,74
9/26/2021,9,26,76,72,75,75,73,74,74
9/27/2021,9,27,72,75,75,73,74,74,75
9/28/2021,9,28,75,75,73,74,74,75,76
9/29/2021,9,29,75,73,74,74,75,76,76
9/30/2021,9,30,73,74,74,75,76,76,74
10/1/2021,10,1,74,74,75,76,76,74,75
10/2/2021,10,2,74,75,76,76,74,75,75
10/3/2021,10,3,75,76,76,74,75,75,76
10/4/2021,10,4,76,76,74,75,75,76,77
10/5/2021,10,5,76,74,75,75,76,77,77
10/6/2021,10,6,74,75,75,76,77,77,75
10/7/2021,10,7,75,75,76,77,77,75,74
10/8/2021,10,8,75,76,77,77,75,74,74
10/9/2021,10,9,76,77,77,75,74,74,76
10/10/2021,10,10,77,77,75,74,74,76,76
10/11/2021,10,11,77,75,74,74,76,76,76
10/12/2021,10,12,75,74,74,76,76,76,75
10/13/2021,10,13,74,74,76,76,76,75,75
10/14/2021,10,14,74,76,76,76,75,75,69
10/15/2021,10,15,76,76,76,75,75,69,63
10/16/2021,10,16,76,76,75,75,69,63,68
10/17/2021,10,17,76,75,75,69,63,68,68
10/18/2021,10,18,75,75,69,63,68,68,71
10/19/2021,10,19,75,69,63,68,68,71,73
10/20/2021,10,20,69,63,68,68,71,73,73
10/21/2021,10,21,63,68,68,71,73,73,72
10/22/2021,10,22,68,68,71,73,73,72,76
10/23/2021,10,23,68,71,73,73,72,76,76
10/24/2021,10,24,71,73,73,72,76,76,64
10/25/2021,10,25,73,73,72,76,76,64,67
10/26/2021,10,26,73,72,76,76,64,67,66
10/27/2021,10,27,72,76,76,64,67,66,61
10/28/2021,10,28,76,76,64,67,66,61,56
10/29/2021,10,29,76,64,67,66,61,56,59
10/30/2021,10,30,64,67,66,61,56,59,67
10/31/2021,10,31,67,66,61,56,59,67,65
11/1/2021,11,1,66,61,56,59,67,65,63
11/2/2021,11,2,61,56,59,67,65,63,58
11/3/2021,11,3,56,59,67,65,63,58,51
11/4/2021,11,4,59,67,65,63,58,51,55
11/5/2021,11,5,67,65,63,58,51,55,57
11/6/2021,11,6,65,63,58,51,55,57,56
11/7/2021,11,7,63,58,51,55,57,56,63
11/8/2021,11,8,58,51,55,57,56,63,68
11/9/2021,11,9,51,55,57,56,63,68,67
11/10/2021,11,10,55,57,56,63,68,67,63
11/11/2021,11,11,57,56,63,68,67,63,54
11/12/2021,11,12,56,63,68,67,63,54,54
11/13/2021,11,13,63,68,67,63,54,54,55
11/14/2021,11,14,68,67,63,54,54,55,62
11/15/2021,11,15,67,63,54,54,55,62,68
11/16/2021,11,16,63,54,54,55,62,68,69
11/17/2021,11,17,54,54,55,62,68,69,62
11/18/2021,11,18,54,55,62,68,69,62,67
11/19/2021,11,19,55,62,68,69,62,67,65
11/20/2021,11,20,62,68,69,62,67,65,54
11/21/2021,11,21,68,69,62,67,65,54,51
11/22/2021,11,22,69,62,67,65,54,51,59
11/23/2021,11,23,62,67,65,54,51,59,57
11/24/2021,11,24,67,65,54,51,59,57,50
11/25/2021,11,25,65,54,51,59,57,50,52
11/26/2021,11,26,54,51,59,57,50,52,57
11/27/2021,11,27,51,59,57,50,52,57,49
11/28/2021,11,28,59,57,50,52,57,49,53
11/29/2021,11,29,57,50,52,57,49,53,58
11/30/2021,11,30,50,52,57,49,53,58,58
12/1/2021,12,1,52,57,49,53,58,58,58
12/2/2021,12,2,57,49,53,58,58,58,60
12/3/2021,12,3,49,53,58,58,58,60,62
12/4/2021,12,4,53,58,58,58,60,62,67
12/5/2021,12,5,58,58,58,60,62,67,68
12/6/2021,12,6,58,58,60,62,67,68,64
12/7/2021,12,7,58,60,62,67,68,64,65
12/8/2021,12,8,60,62,67,68,64,65,69
12/9/2021,12,9,62,67,68,64,65,69,69
12/10/2021,12,10,67,68,64,65,69,69,65
12/11/2021,12,11,68,64,65,69,69,65,64
12/12/2021,12,12,64,65,69,69,65,64,67
12/13/2021,12,13,65,69,69,65,64,67,70
12/14/2021,12,14,69,69,65,64,67,70,69
12/15/2021,12,15,69,65,64,67,70,69,68
12/16/2021,12,16,65,64,67,70,69,68,70
12/17/2021,12,17,64,67,70,69,68,70,60
12/18/2021,12,18,67,70,69,68,70,60,53
12/19/2021,12,19,70,69,68,70,60,53,51
12/20/2021,12,20,69,68,70,60,53,51,51
12/21/2021,12,21,68,70,60,53,51,51,57
12/22/2021,12,22,70,60,53,51,51,57,58
12/23/2021,12,23,60,53,51,51,57,58,65
12/24/2021,12,24,53,51,51,57,58,65,64
12/25/2021,12,25,51,51,57,58,65,64,64
12/26/2021,12,26,51,57,58,65,64,64,65
12/27/2021,12,27,57,58,65,64,64,65,71
12/28/2021,12,28,58,65,64,64,65,71,73
12/29/2021,12,29,65,64,64,65,71,73,73
12/30/2021,12,30,64,64,65,71,73,73,73
12/31/2021,12,31,64,65,71,73,73,73,73
